csv_scheddate,sc_code,VisitCount
3/28/19,IPSN88H,6
3/28/19,VOL75HR,6
3/28/19,AGLPN70HAM,5
3/28/19,CL60,4
3/28/19,CH11HP,4
3/28/19,CB05H,4
3/28/19,SNTRNSIN,3
3/28/19,IPSN96H,3
3/28/19,RN18H,3
3/28/19,LPN88H,3
3/28/19,SN96H,2
3/28/19,SNPLHN,2
3/28/19,VOL75HE,2
3/28/19,LPN09H,2
3/28/19,IPTRNOUT,2
3/28/19,BE72HA,2
3/28/19,AGRN70HPM,1
3/28/19,PRCPTSN60,1
3/28/19,NP-VIS,1
3/29/19,CNA11H,880
3/29/19,RN11H,543
3/29/19,SW11H,190
3/29/19,CH11H,161
3/29/19,RN09H,155
3/29/19,IPCNA11HAM,87
3/29/19,SN09H,84
3/29/19,EMERG-PREP,68
3/29/19,MU11H,63
3/29/19,IPCNA11HPM,60
3/29/19,IPSN09HAM,59
3/29/19,IPSN09HPM,52
3/29/19,RN02H,51
3/29/19,RN70H,50
3/29/19,SNIH,47
3/29/19,CNA11HN,47
3/29/19,RN00H,40
3/29/19,IPRN11HPM,37
3/29/19,PHY-VIS,36
3/29/19,SNIHFUP,32
3/29/19,SNOCH,32
3/29/19,VOL75HC,31
3/29/19,IPRN11HAM,28
3/29/19,NP-HF2F,27
3/29/19,IPSW11H,27
3/29/19,MU01H,23
3/29/19,CH01H,23
3/29/19,SW01H,22
3/29/19,RN08H,17
3/29/19,SN70HAM,17
3/29/19,IPSW01H,16
3/29/19,IPCH01H,16
3/29/19,LPN70HAM,15
3/29/19,HLIH,12
3/29/19,VOL75HR,11
3/29/19,IPEMERPREP,11
3/29/19,SW11HP,11
3/29/19,AGLPN70HPM,10
3/29/19,LPN70HPM,9
3/29/19,IPCH11H,9
3/29/19,PHY-HF2F,8
3/29/19,IPRN08H,8
3/29/19,SN70HPM,7
3/29/19,CH11HP,7
3/29/19,BE72H,6
3/29/19,SNTRNSIN,6
3/29/19,AGLPN70HAM,6
3/29/19,SN48H,6
3/29/19,LPN09H,5
3/29/19,SN96H,5
3/29/19,RN88H,4
3/29/19,IPSN88H,4
3/29/19,LPN88H,4
3/29/19,IPSN48H,3
3/29/19,RN18H,3
3/29/19,IPTRNOUT,3
3/29/19,AGRN70HPM,2
3/29/19,CNA70HAM,2
3/29/19,AGRN70HAM,2
3/29/19,CL60,1
3/29/19,SNPLHN,1
3/29/19,PRCPTSN60,1
3/29/19,IPSN96H,1
3/29/19,VOL75HS,1
3/29/19,CB05H,1
3/29/19,PRCPTMU60,1
3/30/19,CNA11H,171
3/30/19,IPCNA11HAM,75
3/30/19,IPCNA11HPM,70
3/30/19,RN11H,57
3/30/19,IPSN09HAM,50
3/30/19,IPSN09HPM,40
3/30/19,RN70H,40
3/30/19,RN09H,39
3/30/19,SNOCH,37
3/30/19,IPRN11HPM,35
3/30/19,IPRN11HAM,34
3/30/19,RN00H,25
3/30/19,EMERG-PREP,25
3/30/19,SNIH,25
3/30/19,SN09H,25
3/30/19,SNIHFUP,23
3/30/19,LPN70HAM,21
3/30/19,RN08H,20
3/30/19,VOL75HC,20
3/30/19,IPSW11H,15
3/30/19,SN70HPM,14
3/30/19,LPN70HPM,14
3/30/19,IPSN88H,14
3/30/19,HLIH,13
3/30/19,CH11H,10
3/30/19,SN96H,9
3/30/19,IPRN08H,9
3/30/19,IPEMERPREP,9
3/30/19,AGLPN70HPM,8
3/30/19,SN70HAM,8
3/30/19,CNA11HN,7
3/30/19,SN48H,7
3/30/19,SNIHCM,5
3/30/19,LPN88H,4
3/30/19,IPSN48H,4
3/30/19,IPSW01H,4
3/30/19,IPSN96H,4
3/30/19,RN88H,4
3/30/19,CNA70HAM,4
3/30/19,AGLPN70HAM,3
3/30/19,CB05H,3
3/30/19,SW11H,3
3/30/19,IPTRNOUT,1
3/30/19,LPN09H,1
3/30/19,IPCH01H,1
3/30/19,VOL75HR,1
3/30/19,AGRN70HPM,1
3/30/19,VOL75HM,1
3/30/19,PHY-HF2F,1
3/30/19,AGCNA70HPM,1
3/31/19,CNA11H,122
3/31/19,IPCNA11HPM,77
3/31/19,IPCNA11HAM,68
3/31/19,IPSN09HAM,52
3/31/19,SNOCH,46
3/31/19,IPSN09HPM,45
3/31/19,RN11H,45
3/31/19,RN70H,40
3/31/19,SN09H,35
3/31/19,IPRN11HPM,27
3/31/19,IPRN11HAM,26
3/31/19,EMERG-PREP,24
3/31/19,RN08H,23
3/31/19,RN00H,21
3/31/19,RN09H,21
3/31/19,SNIHFUP,18
3/31/19,LPN70HAM,17
3/31/19,SNIH,14
3/31/19,SN48H,14
3/31/19,VOL75HC,14
3/31/19,SN70HAM,13
3/31/19,LPN70HPM,13
3/31/19,SN70HPM,11
3/31/19,IPSW11H,11
3/31/19,RN88H,11
3/31/19,HLIH,10
3/31/19,IPSN88H,9
3/31/19,IPSW01H,8
3/31/19,AGLPN70HPM,7
3/31/19,SN96H,6
3/31/19,SNIHCM,6
3/31/19,IPRN08H,6
3/31/19,IPEMERPREP,6
3/31/19,CNA11HN,3
3/31/19,IPSN96H,3
3/31/19,LPN88H,3
3/31/19,CL60,2
3/31/19,CB05H,2
3/31/19,VOL75HR,2
3/31/19,AGLPN70HAM,2
3/31/19,SW88H,1
3/31/19,CNA70HAM,1
3/31/19,SW11HP,1
3/31/19,IPSN48H,1
3/31/19,MU01H,1
3/31/19,SNPLHN,1
4/1/19,CNA11H,840
4/1/19,RN11H,742
4/1/19,SW11H,142
4/1/19,CH11H,141
4/1/19,EMERG-PREP,86
4/1/19,IPCNA11HAM,81
4/1/19,IPCNA11HPM,69
4/1/19,RN02H,65
4/1/19,PHY-VIS,63
4/1/19,MU11H,57
4/1/19,CH01H,53
4/1/19,IPSN09HAM,47
4/1/19,SW01H,46
4/1/19,SNIH,45
4/1/19,CNA11HN,45
4/1/19,IPSN09HPM,45
4/1/19,RN70H,43
4/1/19,SNOCH,42
4/1/19,SNIHFUP,42
4/1/19,VOL75HC,37
4/1/19,RN00H,35
4/1/19,IPRN11HPM,32
4/1/19,RN09H,30
4/1/19,IPRN11HAM,29
4/1/19,MU01H,26
4/1/19,IPSW11H,25
4/1/19,SN09H,22
4/1/19,HLIH,22
4/1/19,RN08H,21
4/1/19,NP-HF2F,18
4/1/19,IPCH01H,18
4/1/19,IPEMERPREP,16
4/1/19,PHY-HF2F,16
4/1/19,LPN70HAM,15
4/1/19,AGLPN70HPM,13
4/1/19,IPRN08H,12
4/1/19,SN70HAM,11
4/1/19,LPN70HPM,10
4/1/19,IPSW01H,10
4/1/19,BE72H,10
4/1/19,SN70HPM,10
4/1/19,SN48H,9
4/1/19,IPCH11H,7
4/1/19,IPSN88H,7
4/1/19,RN88H,5
4/1/19,BE72HA,5
4/1/19,IPSN48H,5
4/1/19,SN96H,4
4/1/19,SNTRNSIN,4
4/1/19,IPTRNOUT,4
4/1/19,LPN88H,4
4/1/19,VOL75HR,4
4/1/19,PRCPTMU60,4
4/1/19,AGLPN70HAM,3
4/1/19,CB05H,2
4/1/19,VOL75HH,2
4/1/19,CH11HP,2
4/1/19,SW11HP,2
4/1/19,RN18H,2
4/1/19,IPSN96H,2
4/1/19,PRCPTSN60,1
4/1/19,CNA70HAM,1
4/2/19,CNA11H,806
4/2/19,RN11H,620
4/2/19,SW11H,187
4/2/19,CH11H,170
4/2/19,EMERG-PREP,92
4/2/19,IPCNA11HPM,76
4/2/19,IPCNA11HAM,74
4/2/19,RN02H,73
4/2/19,PHY-VIS,69
4/2/19,MU01H,56
4/2/19,MU11H,54
4/2/19,IPSN09HPM,50
4/2/19,IPSN09HAM,48
4/2/19,SNOCH,46
4/2/19,SNIH,45
4/2/19,CNA11HN,42
4/2/19,IPRN11HPM,42
4/2/19,RN70H,40
4/2/19,RN00H,39
4/2/19,IPRN11HAM,35
4/2/19,RN09H,34
4/2/19,SW01H,32
4/2/19,VOL75HC,28
4/2/19,CH01H,27
4/2/19,IPSW11H,25
4/2/19,HLIH,25
4/2/19,LPN70HAM,22
4/2/19,IPEMERPREP,21
4/2/19,IPRN08H,20
4/2/19,SN09H,18
4/2/19,SNIHFUP,18
4/2/19,PHY-HF2F,18
4/2/19,RN08H,17
4/2/19,IPCH01H,17
4/2/19,NP-HF2F,16
4/2/19,SN70HPM,13
4/2/19,SN96H,12
4/2/19,IPSW01H,11
4/2/19,BE72H,11
4/2/19,SW11HP,11
4/2/19,LPN70HPM,10
4/2/19,IPSN88H,9
4/2/19,VOL75HR,9
4/2/19,SNIHCM,8
4/2/19,AGLPN70HPM,8
4/2/19,SN70HAM,6
4/2/19,RN88H,6
4/2/19,IPCH11H,6
4/2/19,CH11HP,5
4/2/19,BE72HA,5
4/2/19,SN48H,5
4/2/19,SNTRNSIN,3
4/2/19,LPN88H,3
4/2/19,IPSN96H,3
4/2/19,IPTRNOUT,3
4/2/19,RN18H,2
4/2/19,IPSN48H,2
4/2/19,CH72H,1
4/2/19,SN94H,1
4/2/19,LPN18H,1
4/2/19,CB05H,1
4/2/19,PRCPTMU60,1
4/2/19,VOL75HE,1
4/2/19,SNPLHN,1
4/2/19,MS72H,1
4/2/19,NP-VIS,1
4/3/19,CNA11H,835
4/3/19,RN11H,621
4/3/19,SW11H,184
4/3/19,CH11H,148
4/3/19,IPCNA11HAM,85
4/3/19,IPCNA11HPM,80
4/3/19,MU11H,67
4/3/19,EMERG-PREP,66
4/3/19,PHY-VIS,64
4/3/19,RN02H,52
4/3/19,IPSN09HPM,51
4/3/19,IPSN09HAM,51
4/3/19,RN09H,51
4/3/19,SNIH,45
4/3/19,RN00H,45
4/3/19,CNA11HN,44
4/3/19,SN09H,41
4/3/19,SNOCH,40
4/3/19,IPRN11HAM,40
4/3/19,IPRN11HPM,38
4/3/19,RN70H,37
4/3/19,HLIH,36
4/3/19,MU01H,33
4/3/19,VOL75HC,31
4/3/19,CH01H,26
4/3/19,NP-HF2F,24
4/3/19,SW01H,21
4/3/19,IPCH01H,21
4/3/19,IPSW11H,21
4/3/19,PHY-HF2F,21
4/3/19,SNIHFUP,19
4/3/19,LPN70HAM,17
4/3/19,RN08H,15
4/3/19,SW11HP,15
4/3/19,IPSW01H,14
4/3/19,SN70HPM,13
4/3/19,IPRN08H,12
4/3/19,IPEMERPREP,12
4/3/19,BE72H,10
4/3/19,LPN70HPM,10
4/3/19,SN70HAM,10
4/3/19,PRCPTMU60,9
4/3/19,SN48H,7
4/3/19,SNIHCM,7
4/3/19,SN96H,7
4/3/19,IPSN48H,6
4/3/19,IPSN88H,6
4/3/19,VOL75HR,4
4/3/19,IPCH11H,4
4/3/19,RN88H,4
4/3/19,LPN88H,4
4/3/19,CH11HP,4
4/3/19,IPSN96H,3
4/3/19,LPN09H,3
4/3/19,SNTRNSIN,2
4/3/19,RN18H,2
4/3/19,VOL75HE,2
4/3/19,CB05H,2
4/3/19,IPTRNOUT,2
4/3/19,AGLPN70HPM,2
4/3/19,MS72H,2
4/3/19,VOL75HM,2
4/3/19,BE72HA,2
4/3/19,VOL75HP,1
4/3/19,AGLPN70HAM,1
4/3/19,SNIHEXFUP,1
4/4/19,CNA11H,817
4/4/19,RN11H,557
4/4/19,SW11H,223
4/4/19,CH11H,153
4/4/19,IPCNA11HAM,92
4/4/19,EMERG-PREP,84
4/4/19,RN09H,82
4/4/19,IPCNA11HPM,71
4/4/19,PHY-VIS,65
4/4/19,SN09H,57
4/4/19,MU11H,50
4/4/19,RN02H,50
4/4/19,IPSN09HPM,47
4/4/19,IPSN09HAM,47
4/4/19,SNOCH,46
4/4/19,CNA11HN,46
4/4/19,RN00H,44
4/4/19,RN70H,41
4/4/19,SNIH,41
4/4/19,IPRN11HAM,40
4/4/19,SW01H,39
4/4/19,IPRN11HPM,34
4/4/19,CH01H,33
4/4/19,RN08H,33
4/4/19,VOL75HC,33
4/4/19,HLIH,31
4/4/19,MU01H,26
4/4/19,SNIHFUP,23
4/4/19,NP-HF2F,22
4/4/19,IPSW11H,22
4/4/19,LPN70HAM,15
4/4/19,SW11HP,15
4/4/19,IPEMERPREP,14
4/4/19,IPSN88H,14
4/4/19,PHY-HF2F,13
4/4/19,SN70HPM,13
4/4/19,SN70HAM,12
4/4/19,IPSW01H,11
4/4/19,LPN70HPM,10
4/4/19,IPRN08H,10
4/4/19,IPCH01H,9
4/4/19,IPSN48H,8
4/4/19,BE72H,8
4/4/19,RN88H,7
4/4/19,SNIHCM,5
4/4/19,IPCH11H,5
4/4/19,BE72HA,4
4/4/19,MS72H,4
4/4/19,CH11HP,4
4/4/19,AGLPN70HPM,4
4/4/19,SN96H,4
4/4/19,LPN88H,4
4/4/19,VOL75HR,3
4/4/19,IPTRNOUT,3
4/4/19,SN48H,3
4/4/19,SNTRNSIN,3
4/4/19,LPN09H,2
4/4/19,IPSN96H,2
4/4/19,VOL75HE,2
4/4/19,SNPLHN,1
4/4/19,PRCPTSN60,1
4/4/19,CB05H,1
4/4/19,SW18H,1
4/4/19,RN18H,1
4/5/19,CNA11H,903
4/5/19,RN11H,606
4/5/19,SW11H,224
4/5/19,CH11H,151
4/5/19,RN09H,137
4/5/19,IPCNA11HPM,79
4/5/19,IPCNA11HAM,78
4/5/19,EMERG-PREP,69
4/5/19,SN09H,67
4/5/19,MU11H,67
4/5/19,PHY-VIS,59
4/5/19,IPSN09HAM,50
4/5/19,CNA11HN,48
4/5/19,RN02H,47
4/5/19,RN00H,46
4/5/19,SNOCH,45
4/5/19,SNIH,44
4/5/19,IPSN09HPM,42
4/5/19,IPRN11HPM,41
4/5/19,CH01H,37
4/5/19,RN70H,37
4/5/19,IPRN11HAM,34
4/5/19,SW01H,33
4/5/19,VOL75HC,33
4/5/19,SNIHFUP,27
4/5/19,MU01H,25
4/5/19,NP-HF2F,22
4/5/19,RN08H,22
4/5/19,IPSW01H,21
4/5/19,HLIH,21
4/5/19,IPRN08H,18
4/5/19,IPSW11H,18
4/5/19,PHY-HF2F,17
4/5/19,IPEMERPREP,16
4/5/19,IPCH01H,14
4/5/19,LPN70HAM,13
4/5/19,SN70HAM,11
4/5/19,LPN70HPM,11
4/5/19,AGLPN70HPM,11
4/5/19,IPSN88H,9
4/5/19,RN18H,8
4/5/19,SW11HP,8
4/5/19,SN48H,8
4/5/19,SN96H,7
4/5/19,VOL75HR,7
4/5/19,IPSN48H,6
4/5/19,LPN09H,5
4/5/19,IPSN96H,5
4/5/19,IPCH11H,4
4/5/19,SN70HPM,4
4/5/19,LPN88H,3
4/5/19,BE72H,3
4/5/19,SNTRNSIN,2
4/5/19,NP-VIS,2
4/5/19,IPTRNOUT,2
4/5/19,AGRN70HPM,1
4/5/19,MS72H,1
4/5/19,RN88H,1
4/5/19,VOL75HS,1
4/5/19,IPSN18H,1
4/5/19,CH88H,1
4/5/19,SNPLHN,1
4/5/19,CH11HP,1
4/5/19,SW88H,1
4/5/19,AGLPN70HAM,1
4/5/19,PRCPTSN60,1
4/5/19,SNIHCR,1
4/5/19,PHY-HF2F,1
4/6/19,CNA11H,143
4/6/19,IPCNA11HAM,83
4/6/19,IPCNA11HPM,73
4/6/19,SNOCH,57
4/6/19,RN11H,55
4/6/19,IPSN09HAM,54
4/6/19,IPSN09HPM,50
4/6/19,IPRN11HPM,32
4/6/19,RN09H,31
4/6/19,IPRN11HAM,31
4/6/19,RN00H,30
4/6/19,RN70H,30
4/6/19,SN09H,29
4/6/19,SNIHFUP,26
4/6/19,SNIH,25
4/6/19,LPN70HAM,20
4/6/19,EMERG-PREP,15
4/6/19,VOL75HC,14
4/6/19,IPEMERPREP,13
4/6/19,RN08H,13
4/6/19,SN48H,12
4/6/19,LPN70HPM,11
4/6/19,HLIH,11
4/6/19,IPRN08H,10
4/6/19,IPSW01H,10
4/6/19,IPSN88H,9
4/6/19,IPSW11H,9
4/6/19,CH11H,9
4/6/19,AGLPN70HPM,7
4/6/19,IPSN48H,6
4/6/19,CNA11HN,6
4/6/19,SN70HPM,6
4/6/19,SN70HAM,5
4/6/19,LPN88H,5
4/6/19,MU11H,5
4/6/19,RN88H,4
4/6/19,MU01H,4
4/6/19,SW11H,4
4/6/19,IPSN96H,4
4/6/19,SN96H,3
4/6/19,CH01H,2
4/6/19,SW01H,2
4/6/19,AGLPN70HAM,2
4/6/19,LPN09H,2
4/6/19,SW11HP,2
4/6/19,VOL75HR,2
4/6/19,RN02H,1
4/6/19,LPN18H,1
4/6/19,IPTRNOUT,1
4/6/19,VOL75HM,1
4/6/19,SWOCH,1
4/6/19,CB05H,1
4/6/19,SNTRNSIN,1
4/6/19,PHY-VIS,1
4/6/19,AGRN70HPM,1
4/7/19,CNA11H,136
4/7/19,IPCNA11HAM,78
4/7/19,IPCNA11HPM,68
4/7/19,SNOCH,60
4/7/19,IPSN09HAM,58
4/7/19,RN11H,52
4/7/19,IPSN09HPM,46
4/7/19,IPRN11HAM,43
4/7/19,IPRN11HPM,31
4/7/19,RN70H,30
4/7/19,SN09H,26
4/7/19,SNIH,24
4/7/19,RN00H,23
4/7/19,LPN70HAM,16
4/7/19,RN09H,16
4/7/19,VOL75HC,15
4/7/19,IPSN88H,15
4/7/19,RN08H,14
4/7/19,IPEMERPREP,14
4/7/19,EMERG-PREP,14
4/7/19,IPRN08H,13
4/7/19,LPN70HPM,13
4/7/19,IPSW11H,13
4/7/19,IPSW01H,11
4/7/19,HLIH,10
4/7/19,SN96H,9
4/7/19,LPN09H,9
4/7/19,SN70HPM,8
4/7/19,AGLPN70HPM,8
4/7/19,SNIHFUP,8
4/7/19,IPSN48H,7
4/7/19,IPSN96H,5
4/7/19,LPN88H,4
4/7/19,SN70HAM,4
4/7/19,AGLPN70HAM,3
4/7/19,SW11HP,3
4/7/19,SNIHCM,2
4/7/19,SNTRNSIN,2
4/7/19,CB05H,2
4/7/19,SN48H,2
4/7/19,CNA11HN,1
4/7/19,SNIHCR,1
4/7/19,CNA70HAM,1
4/7/19,CL60,1
4/7/19,IPTRNOUT,1
4/7/19,AGRN70HPM,1
4/7/19,VOL75HR,1
4/7/19,RN88H,1
4/8/19,CNA11H,859
4/8/19,RN11H,759
4/8/19,SW11H,239
4/8/19,CH11H,141
4/8/19,IPCNA11HAM,78
4/8/19,IPCNA11HPM,77
4/8/19,PHY-VIS,70
4/8/19,EMERG-PREP,65
4/8/19,MU11H,62
4/8/19,RN02H,56
4/8/19,IPSN09HAM,54
4/8/19,SNOCH,49
4/8/19,CH01H,47
4/8/19,CNA11HN,46
4/8/19,IPSN09HPM,45
4/8/19,RN70H,44
4/8/19,SW01H,40
4/8/19,IPRN11HAM,39
4/8/19,IPRN11HPM,38
4/8/19,SNIH,36
4/8/19,RN00H,34
4/8/19,VOL75HC,31
4/8/19,MU01H,31
4/8/19,SNIHFUP,31
4/8/19,IPCH01H,27
4/8/19,SN09H,26
4/8/19,RN09H,25
4/8/19,HLIH,22
4/8/19,LPN70HAM,20
4/8/19,IPSW11H,20
4/8/19,IPEMERPREP,17
4/8/19,IPRN08H,15
4/8/19,SN70HPM,15
4/8/19,IPSN88H,14
4/8/19,IPSW01H,14
4/8/19,NP-HF2F,14
4/8/19,SW11HP,13
4/8/19,BE72H,12
4/8/19,SN70HAM,12
4/8/19,CH11HP,11
4/8/19,PHY-HF2F,11
4/8/19,AGLPN70HPM,11
4/8/19,RN08H,10
4/8/19,SN48H,9
4/8/19,SN96H,9
4/8/19,IPSN96H,8
4/8/19,LPN70HPM,7
4/8/19,LPN88H,7
4/8/19,RN88H,6
4/8/19,IPCH11H,5
4/8/19,VOL75HR,4
4/8/19,AGLPN70HAM,4
4/8/19,CB05H,4
4/8/19,IPSN48H,3
4/8/19,SNTRNSIN,2
4/8/19,IPTRNOUT,2
4/8/19,BE72HA,1
4/8/19,AGRN70HPM,1
4/8/19,AGRN70HAM,1
4/8/19,VOL75HH,1
4/8/19,CL60,1
4/8/19,IPSN18H,1
4/9/19,CNA11H,806
4/9/19,RN11H,676
4/9/19,SW11H,236
4/9/19,CH11H,167
4/9/19,IPCNA11HAM,79
4/9/19,EMERG-PREP,79
4/9/19,IPCNA11HPM,72
4/9/19,MU11H,70
4/9/19,RN02H,60
4/9/19,PHY-VIS,50
4/9/19,MU01H,49
4/9/19,IPSN09HPM,48
4/9/19,IPSN09HAM,47
4/9/19,SNOCH,46
4/9/19,RN70H,44
4/9/19,CNA11HN,40
4/9/19,SNIH,39
4/9/19,RN09H,38
4/9/19,RN00H,38
4/9/19,VOL75HC,35
4/9/19,IPRN11HAM,29
4/9/19,SW01H,27
4/9/19,IPRN11HPM,26
4/9/19,HLIH,22
4/9/19,CH01H,21
4/9/19,LPN70HAM,21
4/9/19,NP-HF2F,21
4/9/19,SNIHFUP,18
4/9/19,SW11HP,17
4/9/19,SN09H,16
4/9/19,IPSN88H,16
4/9/19,IPSW01H,15
4/9/19,IPCH01H,15
4/9/19,RN08H,13
4/9/19,AGLPN70HPM,13
4/9/19,IPSW11H,13
4/9/19,LPN70HPM,12
4/9/19,IPEMERPREP,11
4/9/19,IPRN08H,11
4/9/19,SN70HAM,11
4/9/19,SN70HPM,11
4/9/19,PHY-HF2F,11
4/9/19,RN88H,9
4/9/19,SNIHCM,8
4/9/19,BE72H,8
4/9/19,VOL75HR,7
4/9/19,IPSN48H,5
4/9/19,VOL75HE,4
4/9/19,SN96H,3
4/9/19,SN48H,3
4/9/19,LPN88H,3
4/9/19,LPN09H,3
4/9/19,AGLPN70HAM,3
4/9/19,IPSN96H,3
4/9/19,IPCH11H,2
4/9/19,CH11HP,2
4/9/19,SNTRNSIN,2
4/9/19,SNPLHN,1
4/9/19,IPTRNOUT,1
4/9/19,SN95H,1
4/9/19,VOL75HA,1
4/9/19,SW18H,1
4/9/19,CB05H,1
4/9/19,NP-VIS,1
4/9/19,AGRN70HPM,1
4/10/19,CNA11H,846
4/10/19,RN11H,588
4/10/19,SW11H,238
4/10/19,CH11H,151
4/10/19,MU11H,75
4/10/19,IPCNA11HAM,73
4/10/19,EMERG-PREP,73
4/10/19,IPCNA11HPM,65
4/10/19,PHY-VIS,56
4/10/19,RN02H,55
4/10/19,IPSN09HAM,51
4/10/19,RN70H,50
4/10/19,RN09H,47
4/10/19,SNOCH,46
4/10/19,CNA11HN,46
4/10/19,SN09H,44
4/10/19,RN00H,44
4/10/19,IPSN09HPM,41
4/10/19,SNIH,38
4/10/19,VOL75HC,34
4/10/19,IPRN11HPM,33
4/10/19,IPRN11HAM,32
4/10/19,MU01H,31
4/10/19,HLIH,28
4/10/19,SW01H,27
4/10/19,CH01H,23
4/10/19,SNIHFUP,21
4/10/19,IPSW11H,21
4/10/19,AGLPN70HPM,19
4/10/19,LPN70HAM,18
4/10/19,IPEMERPREP,18
4/10/19,RN08H,18
4/10/19,SW11HP,18
4/10/19,IPRN08H,17
4/10/19,PHY-HF2F,16
4/10/19,IPSW01H,15
4/10/19,NP-HF2F,15
4/10/19,SN70HPM,15
4/10/19,BE72H,14
4/10/19,IPCH01H,13
4/10/19,LPN70HPM,12
4/10/19,SN70HAM,11
4/10/19,IPSN88H,10
4/10/19,SN96H,9
4/10/19,SN48H,7
4/10/19,AGLPN70HAM,6
4/10/19,VOL75HR,6
4/10/19,SNIHCM,6
4/10/19,IPSN48H,6
4/10/19,SNTRNSIN,4
4/10/19,IPCH11H,4
4/10/19,NP-VIS,4
4/10/19,RN88H,3
4/10/19,PRCPTMU60,3
4/10/19,LPN88H,3
4/10/19,CH11HP,3
4/10/19,RN18H,2
4/10/19,VOL75HE,2
4/10/19,VOL75HM,2
4/10/19,LPN09H,2
4/10/19,IPTRNOUT,2
4/10/19,IPSN96H,2
4/10/19,AGRN70HPM,1
4/10/19,CB05H,1
4/10/19,SW88H,1
4/10/19,CNA70HAM,1
4/10/19,VOL75HP,1
4/10/19,AGRN70HAM,1
4/11/19,CNA11H,809
4/11/19,RN11H,566
4/11/19,SW11H,242
4/11/19,CH11H,166
4/11/19,RN09H,92
4/11/19,IPCNA11HAM,75
4/11/19,EMERG-PREP,72
4/11/19,IPCNA11HPM,67
4/11/19,SN09H,54
4/11/19,RN70H,53
4/11/19,RN02H,49
4/11/19,MU11H,49
4/11/19,SNOCH,44
4/11/19,IPSN09HAM,44
4/11/19,SNIH,43
4/11/19,RN00H,42
4/11/19,VOL75HC,41
4/11/19,IPSN09HPM,40
4/11/19,IPRN11HAM,40
4/11/19,MU01H,40
4/11/19,CNA11HN,40
4/11/19,PHY-VIS,40
4/11/19,IPRN11HPM,34
4/11/19,CH01H,32
4/11/19,SW01H,31
4/11/19,IPSW11H,27
4/11/19,HLIH,25
4/11/19,RN08H,21
4/11/19,SNIHFUP,21
4/11/19,IPCH01H,21
4/11/19,LPN70HAM,18
4/11/19,IPSW01H,18
4/11/19,NP-HF2F,17
4/11/19,IPEMERPREP,17
4/11/19,AGLPN70HPM,14
4/11/19,LPN70HPM,14
4/11/19,SN70HPM,14
4/11/19,SW11HP,13
4/11/19,PHY-HF2F,12
4/11/19,SN48H,11
4/11/19,IPRN08H,11
4/11/19,AGLPN70HAM,10
4/11/19,SN70HAM,9
4/11/19,IPSN88H,8
4/11/19,VOL75HR,6
4/11/19,SN96H,6
4/11/19,RN88H,6
4/11/19,SNTRNSIN,5
4/11/19,IPCH11H,5
4/11/19,SNIHCM,5
4/11/19,CH11HP,5
4/11/19,BE72H,4
4/11/19,IPSN96H,4
4/11/19,LPN88H,4
4/11/19,IPSN48H,4
4/11/19,AGRN70HAM,2
4/11/19,IPTRNOUT,2
4/11/19,VOL75VA,1
4/11/19,CL60,1
4/11/19,SNPLHN,1
4/11/19,VOL75HE,1
4/11/19,LPN09H,1
4/11/19,CH88H,1
4/11/19,PRCPTMU60,1
4/12/19,CNA11H,893
4/12/19,RN11H,551
4/12/19,SW11H,256
4/12/19,CH11H,136
4/12/19,RN09H,132
4/12/19,PHY-VIS,81
4/12/19,SN09H,80
4/12/19,EMERG-PREP,79
4/12/19,IPCNA11HPM,75
4/12/19,IPCNA11HAM,74
4/12/19,MU11H,72
4/12/19,RN70H,64
4/12/19,SNOCH,56
4/12/19,IPSN09HAM,49
4/12/19,MU01H,47
4/12/19,RN00H,46
4/12/19,CNA11HN,46
4/12/19,RN02H,45
4/12/19,IPSN09HPM,43
4/12/19,CH01H,43
4/12/19,SNIH,41
4/12/19,SW01H,39
4/12/19,IPRN11HPM,35
4/12/19,VOL75HC,33
4/12/19,RN08H,29
4/12/19,IPSW11H,27
4/12/19,IPRN11HAM,26
4/12/19,HLIH,24
4/12/19,LPN70HAM,21
4/12/19,NP-HF2F,18
4/12/19,SNIHFUP,17
4/12/19,PHY-HF2F,17
4/12/19,SN70HAM,17
4/12/19,IPEMERPREP,16
4/12/19,IPRN08H,13
4/12/19,SN70HPM,12
4/12/19,IPSW01H,12
4/12/19,AGLPN70HPM,12
4/12/19,LPN70HPM,12
4/12/19,IPCH01H,11
4/12/19,SN48H,10
4/12/19,IPSN88H,9
4/12/19,LPN88H,8
4/12/19,RN18H,8
4/12/19,SN96H,8
4/12/19,SW11HP,7
4/12/19,RN88H,6
4/12/19,AGLPN70HAM,6
4/12/19,CH11HP,6
4/12/19,SNTRNSIN,5
4/12/19,IPSN48H,5
4/12/19,CNA70HPM,5
4/12/19,IPSN96H,5
4/12/19,IPCH11H,5
4/12/19,BE72H,4
4/12/19,IPTRNOUT,3
4/12/19,VOL75HR,3
4/12/19,CNA70HAM,2
4/12/19,CB05H,2
4/12/19,VOL75HS,1
4/12/19,AGRN70HPM,1
4/12/19,SNPLHN,1
4/12/19,LPN09H,1
4/12/19,SW18H,1
4/12/19,IPSN18H,1
4/12/19,SN94H,1
4/12/19,VOL75VA,1
4/13/19,CNA11H,155
4/13/19,IPCNA11HAM,76
4/13/19,IPCNA11HPM,70
4/13/19,RN11H,64
4/13/19,SNOCH,62
